Time,Root,Expiry,Type,Strike,Qty,Price,Notional,Bid,Ask,Side,Volatility,Change,Delta,Open Interest,Exchange,Condition,Execution,Description,Hedge Price
09:30:00.8240000,TSLA,18-Oct-24,C,222.5,1,3.50,350,3.35,3.50,Ask,40.7,-0.0314,0.4711,10097,NONE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.46
09:30:00.8280000,TSLA,18-Oct-24,C,222.5,1,3.50,350,3.35,3.50,Ask,40.7,-0.0314,0.4711,10097,NONE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.46
09:30:00.8820000,TSLA,18-Oct-24,C,222.5,2,3.35,670,3.35,3.50,Bid,39.2,-0.0669,0.4687,10097,EMERALD,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.45
09:30:00.8820000,TSLA,18-Oct-24,C,217.5,2,6.35,1270,6.15,6.35,Ask,41.9,0.0036,0.6651,11189,EMERALD,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.45
09:30:00.8820000,TSLA,18-Oct-24,P,220,1,3.05,305,3.10,3.20,Below,39.0,-0.056,-0.4275,17494,EMERALD,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.45
09:30:00.8820000,TSLA,18-Oct-24,P,205,2,0.32,64,0.29,0.32,Ask,47.3,0.0069,-0.0624,13263,EMERALD,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.45
09:30:00.9370000,TSLA,01-Nov-24,C,280,1,0.62,62,0.61,0.66,Mid,60.2,-0.0118,0.0506,1412,MERCURY,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.46
09:30:00.9370000,TSLA,17-Jan-25,C,220,1,24.85,2485,24.75,25.00,Mid,51.5,-0.0039,0.5797,13563,MERCURY,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.46
09:30:00.9380000,TSLA,15-Nov-24,C,300,1,0.84,84,0.83,0.89,Mid,58.5,-0.0078,0.0534,14661,MERCURY,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.46
09:30:00.9900000,TSLA,21-Mar-25,P,160,10,5.90,5900,5.90,6.00,Bid,54.5,0.0029,-0.1269,20714,PHLX,AutoExecution,,,221.48
09:30:00.9910000,TSLA,18-Oct-24,P,220,3,3.10,930,3.00,3.20,Mid,39.7,-0.0379,-0.4265,17494,MEMX,AutoExecution,,,221.50
09:30:01.0020000,TSLA,25-Oct-24,P,150,1,0.07,7,0.05,0.08,Mid,90.5,0.0252,-0.0057,1759,MERCURY,AutoExecution,,,221.50
09:30:01.0510000,TSLA,18-Oct-24,P,220,2,3.11,622,3.05,3.20,Mid,39.8,-0.0354,-0.4266,17494,EMERALD,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.50
09:30:01.1170000,TSLA,18-Oct-24,P,220,2,3.10,620,3.05,3.10,Ask,39.8,-0.0363,-0.4259,17494,ISE_GEMINI,AutoExecution,,,221.51
09:30:01.1440000,TSLA,18-Oct-24,C,222.5,1,3.40,340,3.40,3.50,Bid,39.4,-0.0634,0.4722,10097,NONE,AutoExecution,,,221.53
09:30:01.2430000,TSLA,18-Oct-24,C,222.5,5,3.50,1750,3.40,3.50,Ask,40.3,-0.0409,0.4741,10097,ISE,AutoExecution,,,221.55
09:30:01.2740000,TSLA,18-Oct-24,C,222.5,10,3.49,3490,3.40,3.55,Mid,40.3,-0.0423,0.4736,10097,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.2740000,TSLA,18-Oct-24,C,222.5,10,3.49,3490,3.40,3.55,Mid,40.3,-0.0423,0.4736,10097,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.3070000,TSLA,18-Oct-24,P,205,3,0.31,93,0.28,0.32,Mid,47.2,0.0044,-0.0608,13263,PHLX,AutoExecution,,,221.53
09:30:01.6170000,TSLA,18-Dec-26,C,260,10,63.08,63080,62.65,63.60,Mid,53.9,0.0006,0.619,2629,ISE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.53
09:30:01.6400000,TSLA,17-Jan-25,C,260,1,10.80,1080,10.75,11.00,Mid,51.1,-0.0051,0.3272,16731,BATS,AutoExecution,,,221.54
09:30:01.6410000,TSLA,17-Jan-25,C,300,1,4.50,450,4.45,4.65,Mid,51.5,-0.0069,0.1625,55478,BATS,AutoExecution,,,221.54
09:30:01.6420000,TSLA,17-Jan-25,P,200,1,11.95,1195,11.75,12.00,Mid,51.3,0.0006,-0.2878,36789,CBOE,AutoExecution,,,221.54
09:30:01.6420000,TSLA,17-Jan-25,P,200,14,11.95,16730,11.75,12.00,Mid,51.3,0.0006,-0.2878,36789,CBOE,AutoExecution,,,221.54
09:30:01.6420000,TSLA,17-Jan-25,P,200,15,11.95,17925,11.75,12.00,Mid,51.3,0.0006,-0.2878,36789,CBOE,AutoExecution,,,221.54
09:30:01.6500000,TSLA,17-Jan-25,C,600,13,0.11,143,0.10,0.15,Mid,71.0,-0.0118,0.0047,27751,BATS,AutoExecution,,,221.54
09:30:01.6510000,TSLA,20-Jun-25,C,280,1,21.40,2140,21.20,21.70,Mid,52.2,-0.0041,0.3954,4525,BATS,AutoExecution,,,221.54
09:30:01.6530000,TSLA,19-Dec-25,C,350,1,21.50,2150,21.20,21.90,Mid,52.8,-0.0024,0.3351,3874,BATS,AutoExecution,,,221.54
09:30:01.6730000,TSLA,25-Oct-24,C,250,2,1.76,352,1.74,1.80,Mid,60.8,-0.0156,0.1472,7864,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.6740000,TSLA,15-Nov-24,C,265,1,3.00,300,2.98,3.15,Mid,54.7,-0.0109,0.1645,10011,BATS,AutoExecution,,,221.54
09:30:01.6740000,TSLA,15-Nov-24,C,280,1,1.71,171,1.68,1.78,Mid,56.2,-0.0075,0.1014,8519,BATS,AutoExecution,,,221.54
09:30:01.6860000,TSLA,15-Nov-24,P,210,10,8.85,8850,8.70,8.90,Mid,55.0,0.0068,-0.3342,11322,CBOE,AutoExecution,,,221.54
09:30:01.6870000,TSLA,15-Nov-24,C,300,1,0.85,85,0.84,0.89,Mid,58.6,-0.0065,0.0538,14661,CBOE,AutoExecution,,,221.54
09:30:01.7010000,TSLA,18-Oct-24,P,220,2,3.10,620,3.05,3.15,Mid,39.9,-0.0331,-0.4249,17494,CBOE,AutoExecution,,,221.54
09:30:01.7010000,TSLA,18-Oct-24,P,220,1,3.10,310,3.05,3.15,Mid,39.9,-0.0331,-0.4249,17494,CBOE,AutoExecution,,,221.54
09:30:01.7020000,TSLA,18-Oct-24,C,220,1,4.65,465,4.65,4.85,Bid,39.0,-0.0659,0.5774,25782,CBOE,AutoExecution,,,221.54
09:30:01.7020000,TSLA,18-Oct-24,C,220,1,4.65,465,4.65,4.85,Bid,39.0,-0.0659,0.5774,25782,CBOE,AutoExecution,,,221.54
09:30:01.7050000,TSLA,15-Nov-24,P,210,5,8.70,4350,8.70,8.85,Bid,54.4,-0.005,-0.3331,11322,NONE,AutoExecution,,,221.54
09:30:01.7080000,TSLA,17-Jan-25,P,215,1,18.20,1820,17.95,18.30,Mid,50.6,0.0018,-0.3904,2965,CBOE,AutoExecution,,,221.54
09:30:01.7090000,TSLA,20-Dec-24,C,225,1,18.75,1875,18.60,18.85,Mid,50.9,0.0009,0.5317,47315,CBOE,AutoExecution,,,221.54
09:30:01.7200000,TSLA,25-Oct-24,C,270,1,0.47,47,0.45,0.50,Mid,63.7,-0.0145,0.0464,18755,BATS,AutoExecution,,,221.54
09:30:01.7210000,TSLA,25-Oct-24,C,235,1,4.65,465,4.65,4.75,Bid,60.6,-0.0227,0.3157,5240,BATS,AutoExecution,,,221.54
09:30:01.7210000,TSLA,25-Oct-24,P,210,1,4.70,470,4.65,4.75,Mid,61.4,-0.0047,-0.2897,7237,EDGX,AutoExecution,,,221.54
09:30:01.7240000,TSLA,18-Oct-24,P,220,2,3.10,620,3.10,3.15,Bid,39.9,-0.0331,-0.4249,17494,ISE_GEMINI,AutoExecution,,,221.54
09:30:01.7250000,TSLA,01-Nov-24,P,200,1,3.35,335,3.20,3.35,Ask,57.6,-0.0005,-0.1941,3301,BATS,AutoExecution,,,221.54
09:30:01.7250000,TSLA,01-Nov-24,P,200,2,3.35,670,3.20,3.35,Ask,57.6,-0.0005,-0.1941,3301,BATS,AutoExecution,,,221.54
09:30:01.7250000,TSLA,01-Nov-24,P,200,3,3.35,1005,3.20,3.35,Ask,57.6,-0.0005,-0.1941,3301,BATS,AutoExecution,,,221.54
09:30:01.7250000,TSLA,01-Nov-24,P,200,6,3.35,2010,3.20,3.35,Ask,57.6,-0.0005,-0.1941,3301,BATS,AutoExecution,,,221.54
09:30:01.7320000,TSLA,25-Oct-24,P,200,1,2.10,210,2.10,2.18,Bid,61.5,-0.0033,-0.1567,12487,CBOE,AutoExecution,,,221.54
09:30:01.7330000,TSLA,25-Oct-24,C,260,4,0.89,356,0.88,0.94,Mid,61.8,-0.0179,0.0823,5643,CBOE,AutoExecution,,,221.54
09:30:01.7350000,TSLA,25-Oct-24,C,242.5,1,2.92,292,2.89,2.99,Mid,60.7,-0.0159,0.221,2664,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.7430000,TSLA,18-Oct-24,C,217.5,1,6.25,625,6.20,6.40,Mid,39.9,-0.043,0.6751,11189,CBOE,AutoExecution,,,221.54
09:30:01.7430000,TSLA,18-Oct-24,C,217.5,1,6.25,625,6.20,6.40,Mid,39.9,-0.043,0.6751,11189,CBOE,AutoExecution,,,221.54
09:30:01.7430000,TSLA,18-Oct-24,C,227.5,1,1.72,172,1.71,1.78,Mid,40.8,-0.0463,0.2852,9522,CBOE,AutoExecution,,,221.54
09:30:01.7500000,TSLA,08-Nov-24,C,245,1,5.40,540,5.30,5.55,Mid,56.1,-0.0038,0.2817,961,CBOE,AutoExecution,,,221.54
09:30:01.7500000,TSLA,08-Nov-24,C,245,1,5.40,540,5.30,5.55,Mid,56.1,-0.0038,0.2817,961,CBOE,AutoExecution,,,221.54
09:30:01.7500000,TSLA,08-Nov-24,C,245,1,5.40,540,5.30,5.55,Mid,56.1,-0.0038,0.2817,961,CBOE,AutoExecution,,,221.54
09:30:01.7550000,TSLA,25-Oct-24,P,240,1,21.75,2175,21.50,21.75,Ask,61.9,0.0125,-0.7479,3375,C2,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:01.7650000,TSLA,25-Oct-24,C,220,1,10.65,1065,10.55,10.75,Mid,61.8,-0.0119,0.5522,8043,C2,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:01.7760000,TSLA,25-Oct-24,C,235,1,4.67,467,4.65,4.75,Mid,60.8,-0.0205,0.3162,5240,BATS,AutoExecution,,,221.54
09:30:01.7760000,TSLA,25-Oct-24,C,260,1,0.91,91,0.89,0.90,Above,62.1,-0.0128,0.0835,5643,C2,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:01.7790000,TSLA,18-Oct-24,P,207.5,1,0.45,45,0.42,0.45,Ask,45.5,0.0073,-0.0866,6034,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.7790000,TSLA,18-Oct-24,P,207.5,1,0.45,45,0.42,0.45,Ask,45.5,0.0073,-0.0866,6034,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.7810000,TSLA,01-Nov-24,C,230,2,8.00,1600,7.95,8.15,Mid,56.6,-0.0076,0.4164,2974,BATS,AutoExecution,,,221.54
09:30:01.7840000,TSLA,01-Nov-24,P,225,10,12.97,12970,12.85,13.10,Mid,56.2,-0.0057,-0.5176,1139,C2,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:01.7850000,TSLA,18-Oct-24,P,197.5,1,0.13,13,0.12,0.14,Mid,55.6,0.0251,-0.0247,3450,C2,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:01.7850000,TSLA,18-Oct-24,P,202.5,1,0.23,23,0.20,0.23,Ask,50.0,0.0197,-0.0449,4066,C2,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:01.8040000,TSLA,20-Dec-24,C,350,3,0.84,252,0.77,0.84,Ask,56.7,-0.0037,0.0411,7652,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.8040000,TSLA,20-Dec-24,C,350,2,0.84,168,0.77,0.84,Ask,56.7,-0.0037,0.0411,7652,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.8040000,TSLA,20-Dec-24,C,350,10,0.83,830,0.77,0.84,Mid,56.6,-0.0053,0.0408,7652,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.8040000,TSLA,20-Dec-24,C,350,10,0.83,830,0.77,0.84,Mid,56.6,-0.0053,0.0408,7652,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.54
09:30:01.8060000,TSLA,15-Nov-24,C,400,5,0.09,45,0.08,0.11,Mid,75.2,-0.0053,0.0059,3840,CBOE,AutoExecution,,,221.54
09:30:01.8060000,TSLA,18-Oct-24,P,220,1,3.05,305,3.00,3.15,Mid,39.4,-0.0458,-0.4241,17494,BATS,AutoExecution,,,221.54
09:30:01.8070000,TSLA,25-Oct-24,C,260,5,0.90,450,0.89,0.94,Mid,62.0,-0.0154,0.083,5643,CBOE,AutoExecution,,,221.54
09:30:01.8980000,TSLA,15-Nov-24,C,265,1,3.10,310,3.00,3.15,Mid,55.3,0.0002,0.1676,10011,ISE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:01.8980000,TSLA,18-Oct-24,C,222.5,1,3.44,344,3.40,3.55,Mid,39.7,-0.0552,0.4732,10097,ISE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:01.8990000,TSLA,18-Oct-24,P,220,1,3.05,305,3.00,3.10,Mid,39.4,-0.0458,-0.4241,17494,EDGX,AutoExecution,,,221.54
09:30:01.9330000,TSLA,18-Oct-24,P,220,1,3.05,305,3.00,3.10,Mid,39.4,-0.0458,-0.4241,17494,MEMX,AutoExecution,,,221.54
09:30:01.9660000,TSLA,18-Oct-24,C,222.5,3,3.50,1050,3.40,3.55,Mid,40.3,-0.0404,0.4739,10097,C2,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.54
09:30:02.0700000,TSLA,20-Dec-24,P,125,1,0.41,41,0.38,0.43,Mid,67.9,0.0083,-0.0158,1126,BATS,AutoExecution,,,221.54
09:30:02.1380000,TSLA,25-Oct-24,C,235,1,4.75,475,4.65,4.75,Ask,61.1,-0.0151,0.3188,5240,ISE_GEMINI,AutoExecution,,,221.63
09:30:02.1380000,TSLA,25-Oct-24,C,250,1,1.80,180,1.75,1.80,Ask,61.1,-0.011,0.1494,7864,PHLX,AutoExecution,,,221.63
09:30:02.1380000,TSLA,25-Oct-24,P,210,1,4.65,465,4.65,4.75,Bid,61.2,-0.0075,-0.288,7237,MIAX,AutoExecution,,,221.63
09:30:02.1390000,TSLA,25-Oct-24,P,210,1,4.65,465,4.65,4.75,Bid,61.2,-0.0075,-0.288,7237,EDGX,AutoExecution,,,221.63
09:30:02.2760000,TSLA,18-Oct-24,P,185,1,0.05,5,0.04,0.05,Ask,71.1,0.0144,-0.0082,12935,CBOE,IntermarketSweep,,,221.63
09:30:02.3390000,TSLA,17-Jan-25,P,180,1,6.15,615,6.00,6.25,Mid,52.4,0.0022,-0.1703,31860,NASDAQ,AutoExecution,,,221.63
09:30:02.4870000,TSLA,18-Oct-24,P,202.5,1,0.23,23,0.20,0.23,Ask,50.2,0.0234,-0.0448,4066,BOX,AutoExecution,,,221.64
09:30:02.5890000,TSLA,18-Oct-24,C,227.5,8,1.78,1424,1.73,1.78,Ask,41.2,-0.0387,0.2904,9522,NONE,AutoExecution,,,221.64
09:30:02.5940000,TSLA,15-Nov-24,C,265,10,3.08,3080,3.00,3.15,Mid,55.1,-0.0037,0.1672,10011,PHLX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.64
09:30:02.6710000,TSLA,18-Oct-24,P,220,1,3.03,303,3.00,3.10,Mid,40.3,-0.0234,-0.4151,17494,CBOE,MultiLeg,Price Improvement Auction,Multi Leg Auction,221.80
09:30:02.6840000,TSLA,18-Oct-24,P,222.5,1,4.20,420,4.20,4.30,Bid,40.0,-0.0439,-0.5174,3802,ISE_GEMINI,AutoExecution,,,221.80
09:30:02.6840000,TSLA,18-Oct-24,C,222.5,2,3.55,710,3.45,3.55,Ask,39.7,-0.0565,0.4837,10097,NASDAQ_OMX_BX,AutoExecution,,,221.80
09:30:02.6840000,TSLA,18-Oct-24,P,220,4,3.00,1200,3.00,3.10,Bid,40.0,-0.0309,-0.4146,17494,PEARL,AutoExecution,,,221.80
09:30:02.6840000,TSLA,18-Oct-24,C,227.5,1,1.78,178,1.73,1.78,Ask,40.6,-0.0527,0.2932,9522,PEARL,AutoExecution,,,221.80
09:30:02.6840000,TSLA,25-Oct-24,C,225,1,8.40,840,8.30,8.40,Ask,61.3,-0.0096,0.4749,3396,PHLX,AutoExecution,,,221.80
09:30:02.6850000,TSLA,18-Oct-24,C,227.5,10,1.78,1780,1.74,1.78,Ask,40.6,-0.0527,0.2932,9522,CBOE,AutoExecution,,,221.80
09:30:02.6870000,TSLA,25-Oct-24,C,220,6,10.80,6480,10.60,10.80,Ask,61.7,-0.012,0.5563,8043,PEARL,AutoExecution,,,221.80
09:30:02.6870000,TSLA,08-Nov-24,C,225,2,12.15,2430,11.95,12.15,Ask,55.9,-0.0023,0.5008,539,PEARL,AutoExecution,,,221.80
09:30:02.6870000,TSLA,18-Oct-24,C,227.5,1,1.78,178,1.75,1.80,Mid,40.6,-0.0527,0.2932,9522,BATS,AutoExecution,,,221.80
09:30:02.6880000,TSLA,01-Nov-24,C,202.5,1,23.65,2365,23.40,23.65,Ask,57.6,-0.0066,0.7827,162,ISE_GEMINI,AutoExecution,,,221.80
09:30:02.6880000,TSLA,18-Dec-26,C,540,2,21.00,4200,20.65,21.00,Ask,54.3,-0.0022,0.2721,4909,PHLX,AutoExecution,,,221.80
09:30:02.6890000,TSLA,18-Oct-24,C,222.5,10,3.60,3600,3.50,3.60,Ask,40.2,-0.0441,0.4841,10097,PHLX,AutoExecution,,,221.80
09:30:02.6910000,TSLA,25-Oct-24,P,232.5,2,15.95,3190,15.95,16.15,Bid,60.9,-0.0062,-0.6452,592,C2,AutoExecution,,,221.80
09:30:02.6940000,TSLA,01-Nov-24,P,215,3,8.02,2406,7.90,8.10,Mid,56.9,0.0049,-0.3741,1203,ISE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.80
09:30:02.6960000,TSLA,25-Oct-24,C,220,1,10.80,1080,10.65,10.80,Ask,61.7,-0.012,0.5563,8043,EDGX,AutoExecution,,,221.80
09:30:02.7100000,TSLA,18-Oct-24,C,220,5,4.78,2390,4.75,4.90,Mid,38.9,-0.0701,0.5884,25782,CBOE,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.80
09:30:02.7180000,TSLA,18-Oct-24,C,227.5,9,1.80,1620,1.76,1.81,Mid,40.8,-0.0474,0.2944,9522,BATS,AutoExecution,,,221.80
09:30:02.8230000,TSLA,18-Oct-24,C,222.5,1,3.55,355,3.55,3.60,Bid,39.7,-0.0559,0.4835,10097,ISE_GEMINI,AutoExecution,,,221.79
09:30:02.8260000,TSLA,18-Oct-24,C,227.5,1,1.81,181,1.76,1.81,Ask,40.9,-0.0443,0.2949,9522,PHLX,AutoExecution,,,221.79
09:30:02.8520000,TSLA,18-Oct-24,C,222.5,3,3.59,1077,3.55,3.65,Mid,40.1,-0.046,0.4839,10097,EDGX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.79
09:30:02.8630000,TSLA,18-Oct-24,C,222.5,8,3.55,2840,3.55,3.65,Bid,39.7,-0.0559,0.4835,10097,PHLX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.79
09:30:02.9130000,TSLA,25-Oct-24,C,252.5,1,1.52,152,1.50,1.57,Mid,61.2,-0.0198,0.13,791,MERCURY,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.79
09:30:02.9320000,TSLA,17-Jan-25,C,350,20,1.66,3320,1.63,1.70,Mid,54.1,-0.0033,0.0678,21670,ISE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.80
09:30:02.9320000,TSLA,16-May-25,C,360,20,7.41,14820,6.60,8.30,Mid,53.6,-0.0055,0.1781,0,ISE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.80
09:30:02.9690000,TSLA,18-Oct-24,C,222.5,1,3.59,359,3.50,3.65,Mid,40.1,-0.0466,0.4841,10097,CBOE,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.80
09:30:03.0380000,TSLA,01-Nov-24,C,360,1,0.05,5,0.05,0.07,Bid,78.8,0.001,0.0041,389,ISE,AutoExecution,,,221.80
09:30:03.0810000,TSLA,18-Oct-24,C,222.5,1,3.56,356,3.50,3.65,Mid,39.8,-0.054,0.4838,10097,PHLX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.80
09:30:03.1420000,TSLA,25-Oct-24,C,275,5,0.33,165,0.33,0.37,Bid,64.6,-0.0271,0.0338,1905,BOX,AutoExecution,,,221.75
09:30:03.1420000,TSLA,25-Oct-24,C,275,5,0.33,165,0.33,0.37,Bid,64.6,-0.0271,0.0338,1905,BOX,AutoExecution,,,221.75
09:30:03.1620000,TSLA,18-Oct-24,C,220,1,4.90,490,4.75,4.90,Ask,40.5,-0.0298,0.5827,25782,EDGX,AutoExecution,,,221.73
09:30:03.1640000,TSLA,18-Oct-24,C,220,1,4.90,490,4.75,4.90,Ask,40.5,-0.0298,0.5827,25782,BOX,AutoExecution,,,221.73
09:30:03.2800000,TSLA,18-Oct-24,C,220,1,4.75,475,4.75,4.95,Bid,39.0,-0.0675,0.5853,25782,MERCURY,AutoExecution,,,221.73
09:30:03.2940000,TSLA,08-Nov-24,C,250,1,4.44,444,4.30,4.50,Mid,56.1,-0.0089,0.2411,1716,MERCURY,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.73
09:30:03.4440000,TSLA,18-Oct-24,C,222.5,1,3.65,365,3.50,3.65,Ask,41.1,-0.0228,0.4817,10097,C2,AutoExecution,,,221.72
09:30:03.4630000,TSLA,01-Nov-24,P,220,1,10.22,1022,10.10,10.35,Mid,56.4,-0.0111,-0.4449,2938,PHLX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.72
09:30:03.5320000,TSLA,17-Jan-25,P,170,2,4.23,846,4.15,4.30,Mid,53.9,0.0017,-0.1244,38026,EDGX,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.70
09:30:03.5320000,TSLA,17-Jan-25,P,180,2,6.08,1216,6.00,6.20,Mid,52.2,-0.0018,-0.1693,31860,EDGX,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.70
09:30:03.5420000,TSLA,18-Oct-24,P,220,5,2.99,1495,2.94,3.05,Mid,39.5,-0.0443,-0.4178,17494,CBOE,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.70
09:30:03.6600000,TSLA,18-Oct-24,C,227.5,5,1.80,900,1.76,1.80,Ask,40.9,-0.0457,0.294,9522,EMERALD,AutoExecution,,,221.78
09:30:03.7700000,TSLA,20-Dec-24,C,250,1,9.90,990,9.90,10.10,Bid,50.3,-0.0123,0.3428,13265,BOX,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.75
09:30:03.8840000,TSLA,18-Oct-24,C,222.5,3,3.59,1077,3.50,3.65,Mid,40.3,-0.041,0.4822,10097,BOX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.75
09:30:03.8840000,TSLA,18-Oct-24,C,222.5,2,3.59,718,3.50,3.65,Mid,40.3,-0.041,0.4822,10097,BOX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.75
09:30:04.0210000,TSLA,18-Oct-24,C,222.5,5,3.65,1825,3.50,3.65,Ask,40.7,-0.0323,0.4848,10097,NONE,AutoExecution,,,221.80
09:30:04.0230000,TSLA,18-Oct-24,C,222.5,5,3.65,1825,3.50,3.65,Ask,40.7,-0.0323,0.4848,10097,BOX,AutoExecution,,,221.80
09:30:04.0240000,TSLA,19-Sep-25,P,180,1,20.00,2000,19.75,20.15,Mid,52.5,-0.0009,-0.2345,2748,BATS,AutoExecution,,,221.80
09:30:04.0610000,TSLA,20-Dec-24,P,205,1,10.90,1090,10.90,11.00,Bid,51.2,-0.0035,-0.3085,6632,PEARL,AutoExecution,,,221.82
09:30:04.0620000,TSLA,01-Nov-24,P,215,1,7.90,790,7.85,8.05,Mid,56.4,-0.0037,-0.3727,1203,ISE_GEMINI,AutoExecution,,,221.86
09:30:04.0710000,TSLA,20-Dec-24,P,205,1,10.90,1090,10.90,11.00,Bid,51.2,-0.0029,-0.3083,6632,BOX,AutoExecution,,,221.86
09:30:04.0900000,TSLA,18-Oct-24,C,220,4,4.95,1980,4.80,4.95,Ask,40.0,-0.0419,0.5904,25782,NASDAQ_OMX_BX,AutoExecution,,,221.90
09:30:04.1020000,TSLA,25-Oct-24,P,195,1,1.35,135,1.31,1.37,Mid,62.1,-0.0012,-0.1077,2575,CBOE,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.91
09:30:04.1020000,TSLA,18-Oct-24,P,220,1,2.92,292,2.92,3.05,Bid,39.6,-0.0406,-0.4098,17494,MERCURY,AutoExecution,,,221.90
09:30:04.1040000,TSLA,15-Nov-24,C,230,5,11.40,5700,11.25,11.45,Mid,53.8,-0.013,0.4552,7870,EDGX,AutoExecution,,,221.91
09:30:04.1900000,TSLA,18-Oct-24,C,220,1,4.90,490,4.85,5.00,Mid,39.5,-0.0559,0.5919,25782,BATS,AutoExecution,,,221.91
09:30:04.2740000,TSLA,18-Oct-24,P,205,10,0.28,280,0.27,0.30,Mid,47.1,0.0024,-0.056,13263,ISE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.91
09:30:04.2740000,TSLA,18-Oct-24,P,207.5,10,0.42,420,0.39,0.43,Mid,45.4,0.0048,-0.0815,6034,ISE,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.91
09:30:04.3320000,TSLA,25-Oct-24,C,220,1,10.85,1085,10.75,10.95,Mid,61.7,-0.0123,0.5578,8043,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.89
09:30:04.3550000,TSLA,18-Oct-24,P,205,1,0.30,30,0.27,0.30,Ask,47.7,0.0143,-0.0586,13263,CBOE,MultiLeg,Price Improvement Auction,Multi Leg Auction,221.89
09:30:04.3550000,TSLA,18-Oct-24,P,205,1,0.30,30,0.27,0.30,Ask,47.7,0.0143,-0.0586,13263,CBOE,MultiLeg,Price Improvement Auction,Multi Leg Auction,221.89
09:30:04.4390000,TSLA,18-Oct-24,C,222.5,2,3.61,722,3.55,3.70,Mid,39.9,-0.0517,0.4876,10097,CBOE,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.89
09:30:04.5220000,TSLA,18-Oct-24,P,202.5,1,0.20,20,0.20,0.22,Bid,49.1,0.0019,-0.0402,4066,MIAX,Regular,Price Improvement Auction,Single Leg Auction Non ISO,221.89
09:30:04.5720000,TSLA,17-Jan-25,C,300,5,4.57,2285,4.50,4.65,Mid,51.6,-0.0066,0.1643,55478,C2,MultiLeg,Complex Order Book,Multi Leg Auto-Electronic Trade,221.90
